d	0.9952657222747803
e	0.5096762180328369
a	0.5244197845458984
c	0.7388105392456055
c	0.6656043529510498
b	0.5355801582336426
c	0.5304341316223145
b	1.0839252471923828
b	0.6967272758483887
d	0.7282669544219971
d	4.889523267745972
e	0.502375602722168
a	0.7063329219818115
d	0.5877821445465088
b	0.5498781204223633
b	0.5187628269195557
b	0.5543594360351562
b	0.518235445022583
d	0.8554799556732178
b	0.5965061187744141
c	0.6022260189056396
e	0.4933779239654541
d	0.5082337856292725
d	0.5082316398620605
e	0.5358138084411621
b	0.5369746685028076
d	0.556013822555542
c	0.5202410221099854
c	0.5390322208404541
e	0.8950934410095215
c	0.546649694442749
c	0.5191617012023926
e	0.8004999160766602
b	0.5396919250488281
c	0.5112130641937256
c	0.6239135265350342
a	0.9929385185241699
d	0.547346830368042
c	0.5779337882995605
c	0.5818171501159668
d	0.6025638580322266
a	0.6098663806915283
d	0.7956986427307129
b	0.5838272571563721
c	0.5715062618255615
c	0.5304834842681885
d	0.5367693901062012
a	0.9157640933990479
a	0.5188405513763428
d	0.5200595855712891
d	0.5440101623535156
b	0.7109358310699463
d	0.8274149894714355
c	0.52667236328125
d	0.5647552013397217
e	0.5179479122161865
c	0.5968108177185059
d	1.2473421096801758
b	0.5217304229736328
c	0.5386948585510254
c	0.5459814071655273
c	0.5646140575408936
c	0.5252618789672852
d	0.523719072341919
e	0.5645856857299805
c	0.501915454864502
c	0.7269973754882812
a	0.5497205257415771
c	0.7906134128570557
d	0.5782091617584229
e	0.6134533882141113
e	0.9451696872711182
b	0.5616679191589355
b	0.544677734375
a	0.5372729301452637
d	0.5080137252807617
d	0.5416901111602783
c	0.7320520877838135
c	0.4962611198425293
c	0.530815601348877
c	0.5378856658935547
b	0.5631585121154785
d	0.633901834487915
d	0.4943559169769287
e	0.5225963592529297
c	0.5371465682983398
a	0.5572395324707031
b	0.8047780990600586
c	0.5143811702728271
c	0.49392056465148926
b	0.5470824241638184
d	0.5138623714447021
c	1.0085442066192627
d	0.5613408088684082
c	0.5322113037109375
b	0.9793450832366943
e	0.7586898803710938
b	0.5386307239532471
c	0.5371098518371582
a	0.5466258525848389
c	0.5001230239868164
d	0.5745563507080078
d	0.5002479553222656
e	1.0915913581848145
d	0.7602925300598145
d	0.49885082244873047
c	0.5928289890289307
c	0.524275541305542
c	0.5473031997680664
c	0.45665669441223145
c	0.5452916622161865
d	0.4940509796142578
b	0.4898207187652588
b	0.5225625038146973
c	0.4390232563018799
d	0.5692083835601807
b	0.6352405548095703
d	0.5190134048461914
e	0.48610782623291016
b	0.503342866897583
b	0.5448596477508545
d	0.4832644462585449
b	0.47509026527404785
b	0.8920931816101074
d	0.4867563247680664
d	0.5184803009033203
e	0.8659217357635498
d	0.5902080535888672
d	0.4564499855041504
c	0.5181419849395752
d	0.4374103546142578
d	0.8400101661682129
d	0.680427074432373
b	0.5024106502532959
d	0.471968412399292
b	0.44400835037231445
b	0.6101627349853516
d	0.46936774253845215
d	0.6074795722961426
c	0.44957494735717773
c	0.5817875862121582
b	0.987274169921875
c	0.5661423206329346
d	0.5086314678192139
b	0.7592930793762207
b	0.5032310485839844
c	0.5287210941314697
d	0.7452213764190674
b	0.7283182144165039
a	0.5038819313049316
e	0.5035302639007568
d	0.6205575466156006
d	0.7623805999755859
e	0.3886845111846924
b	0.41283631324768066
c	0.701984167098999
c	0.6149775981903076
c	0.6324114799499512
c	0.607642650604248
c	0.6830034255981445
c	0.5849564075469971
a	0.4982774257659912
b	0.48427844047546387
c	0.5219488143920898
a	0.6164255142211914
c	0.5013670921325684
d	0.5867948532104492
b	0.4904487133026123
e	0.6883571147918701
c	0.49045228958129883
d	0.48969006538391113
a	0.580899715423584
a	0.8769748210906982
a	0.5950512886047363
a	0.4684751033782959
a	0.4347653388977051
d	0.5372195243835449
c	0.5846889019012451
b	0.8820359706878662
c	0.5367431640625
b	0.6044821739196777
c	1.0607430934906006
a	0.6642880439758301
a	0.7029213905334473
a	0.6118192672729492
c	0.5652115345001221
a	0.5664653778076172
b	0.582521915435791
c	1.8765907287597656
a	0.5789618492126465
d	0.561375617980957
b	0.4703342914581299
c	0.5749094486236572
a	0.8193085193634033
a	0.512803316116333
c	0.45453643798828125
b	0.4103739261627197
c	0.5861961841583252
a	0.5136904716491699
a	0.40937352180480957
c	0.8639686107635498
d	0.6728851795196533
a	0.4775726795196533
b	0.530768871307373
e	0.6350243091583252
a	0.5883512496948242
c	0.7134881019592285
a	0.5168530941009521
c	0.46923112869262695
c	0.5728166103363037
d	0.5257210731506348
b	0.5335795879364014
c	0.5161852836608887
a	0.47100210189819336
d	0.5766055583953857
a	0.5181095600128174
a	0.5893869400024414
b	0.6609394550323486
c	0.5769188404083252
d	0.549609899520874
a	0.5665619373321533
e	0.5576813220977783
d	0.4574143886566162
c	0.5424461364746094
d	0.48725199699401855
a	0.5676026344299316
a	1.3897345066070557
c	0.48381829261779785
a	0.48923802375793457
a	0.5991346836090088
c	0.7040653228759766
a	0.8833012580871582
b	0.5298128128051758
a	0.4623899459838867
d	0.6070914268493652
b	0.5451157093048096
e	0.6489713191986084
a	0.5249743461608887
e	0.5826973915100098
a	0.6057207584381104
b	0.5036375522613525
c	0.4965391159057617
d	0.6086242198944092
b	1.0449473857879639
c	0.8961000442504883
d	0.7535879611968994
d	0.5389208793640137
d	0.5427243709564209
d	1.2877938747406006
c	0.8438403606414795
c	0.4390242099761963
e	0.5709881782531738
d	0.4641759395599365
b	0.7762236595153809
b	0.7457857131958008
b	0.6623415946960449
b	0.7926406860351562
c	0.6915328502655029
b	0.4818112850189209
d	0.6199264526367188
c	0.6194024085998535
e	0.5368313789367676
c	0.5260779857635498
b	0.8498184680938721
c	0.5854842662811279
c	0.5954148769378662
e	0.45803070068359375
c	0.6494283676147461
d	0.5269622802734375
d	0.9801146984100342
d	0.5562238693237305
a	0.5315930843353271
d	0.5684409141540527
d	0.5246500968933105
d	0.5122466087341309
d	0.46904993057250977
c	0.5088803768157959
c	0.5880298614501953
c	0.5749316215515137
c	0.4380972385406494
d	0.9165604114532471
d	0.5706677436828613
c	0.4590435028076172
d	0.4869554042816162
c	0.5528759956359863
c	0.6337800025939941
e	0.503319501876831
c	0.4868602752685547
d	0.581913948059082
b	0.895193338394165
c	0.551569938659668
d	0.5653131008148193
